1765   278.0516    721.8941   272.9596     0.0000     0.0000   1360.6276  480.0000 
1766   278.1062    722.2557   272.9712     0.0000     0.0000   1360.5971  480.0000 
1767   278.2204    722.9708   272.9942     0.0000     0.0000   1360.8022  480.0000 
1768   278.3431    723.6679   273.0168     0.0000     0.0000   1361.0542  480.0000 
1769   278.4706    724.3431   273.0390     0.0000     0.0000   1361.2383  480.0000 
1770   278.6005    724.9953   273.0610     0.0000     0.0000   1361.2409  480.0000 
1771   278.7328    725.6289   273.0826     0.0000     0.0000   1361.1348  480.0000 
1772   278.8688    726.2496   273.1039     0.0000     0.0000   1361.0628  480.0000 
1773   279.0091    726.8586   273.1249     0.0000     0.0000   1360.8446  480.0000 
1774   279.1532    727.4548   273.1456     0.0000     0.0000   1360.8066  480.0000 
1775   279.3018    728.0370   273.1662     0.0000     0.0000   1360.6702  480.0000 
1776   279.4568    728.6039   273.1866     0.0000     0.0000   1360.7246  480.0000 
1777   279.6181    729.1543   273.2068     0.0000     0.0000   1360.8858  480.0000 
1778   279.7819    729.6870   273.2268     0.0000     0.0000   1361.1149  480.0000 
1779   279.9432    730.2009   273.2466     0.0000     0.0000   1361.1726  480.0000 
1780   280.0974    730.6922   273.2665     0.0000     0.0000   1360.9951  480.0000 
1781   280.2428    731.1541   273.2862     0.0000     0.0000   1361.1062  480.0000 
1782   280.3817    731.5842   273.3059     0.0000     0.0000   1360.8420  480.0000 
1783   280.5183    731.9889   273.3254     0.0000     0.0000   1360.7491  480.0000 
1784   280.6572    732.3776   273.3450     0.0000     0.0000   1360.6177  480.0000 
1785   280.8026    732.7600   273.3646     0.0000     0.0000   1360.6767  480.0000 
1786   280.9568    733.1456   273.3843     0.0000     0.0000   1360.9880  480.0000 
1787   281.1181    733.5441   273.4040     0.0000     0.0000   1361.1529  480.0000 
1788   281.2819    733.9651   273.4238     0.0000     0.0000   1361.0995  480.0000 
1789   281.4432    734.4181   273.4436     0.0000     0.0000   1361.0790  480.0000 
1790   281.5982    734.9109   273.4636     0.0000     0.0000   1360.9802  480.0000 
1791   281.7468    735.4454   273.4838     0.0000     0.0000   1360.8305  480.0000 
